category,item
2258,0
2260,111287797
2261,141531131
2262,232391117
2266,0
2267,0
2268,195206219
2269,46323035
2270,0
2271,98412123
2274,283431545
2277,391365478
2278,191104476
2279,134737921
2281,24864177
2282,0
2284,70667811
2286,0
2288,146335956
2290,261635344
2291,102077376
2292,0
2293,82981512
2297,0
2298,225874223
2299,0
2301,0
2302,261684061
2303,0
2304,92936983
2305,0
2306,76990865
2307,0
2308,339634092
2309,378886969
2310,0
2312,263672705
2313,113090215
2314,133815374
2316,362459706
2317,0
2319,0
2320,280022191
2322,186618799
2323,248159073
2324,0
2325,0
2328,46695748
2329,226231272
2330,0
2334,88335584
2335,0
2336,0
2339,0
2340,0
2342,256471139
2343,0
2345,0
2346,170861317
2347,7364483
2348,194587008
2351,0
2352,67349664
2354,0
2355,0
2357,0
2358,0
2360,321951453
2361,0
2362,388112546
2364,0
2365,0
2367,0
2368,51960320
2369,56081559
2370,217114896
2373,201787421
2374,0
2377,0
2378,333944419
2380,33254436
2381,0
2382,97926057
2383,68367210
2384,40945972
2385,367285432
2386,0
2387,0
2389,0
2392,0
2393,53720753
2395,266489442
2396,394518307
2397,0
2399,0
2400,0
2407,0
2410,173520961
2412,0
2413,167049677
2414,109733606
2415,382898432
2416,217382255
2417,0
2418,88899244
2420,386184596
2421,0
2423,213508060
2424,0
2425,261764912
2427,68875880
2428,0
2429,0
2430,0
2431,146772916
2433,0
2434,0
2437,324262817
2438,0
2441,0
2443,42295649
2445,0
2447,0
2448,0
2449,0
2450,0
2451,0
2453,65674013
2454,17386078
2455,0
2456,375772876
2459,167976192
2462,0
2463,272513071
2464,0
2471,0
2472,0
2474,0
2479,220268641
2480,0
2481,0
2482,0
2484,149384145
2485,0
2490,402113078
2493,137440208
2494,325562692
2496,0
2498,0
2499,0
2500,0
2501,0
2502,150868425
2504,0
2505,36305877
2510,30056495
2511,379642597
2513,242653706
2516,123441648
2517,245398994
2518,190487012
2519,0
2522,0
2525,229583664
2526,0
2531,0
2534,0
2535,27138200
2537,401198986
2538,0
2539,28871242
2540,0
2541,165691179
2542,256875273
2543,86821464
2544,0
2545,0
2547,0
2550,0
2551,112899804
2552,0
2553,0
2554,0
2555,40357290
2557,220540150
2558,0
2559,0
2561,0
2563,0
2564,322460783
2566,0
2567,0
2568,342961952
2569,297491626
2570,0
2573,0
2574,0
2578,269024768
2580,0
2581,0
2588,317164917
2589,0
2592,0
2593,0
2596,0
2597,0
2599,169444793
2600,0
2602,234562113
2603,174544819
2605,81390797
2609,0
2610,142228153
2614,0
2615,361835111
2616,0
2619,0
2620,330391664
2621,0
2622,0
2623,0
2624,0
2625,398901264
2628,0
2631,387771479
2632,0
2633,181927212
2634,0
2637,291397868
2641,0
2642,0
2643,0
2644,0
2645,0
2647,0
2648,49723096
2649,349504983
2651,0
2652,0
2653,374783623
2654,0
2655,0
2656,262458922
2657,222986169
2658,0
2659,142142539
2660,0
2661,404333528
2662,0
2667,146913219
2668,189898028
2669,191990884
2670,44783054
2671,314423019
2672,0
2673,150936253
2675,0
2676,0
2677,0
2678,376424848
2679,131943659
2681,353528264
2683,337164027
2684,0
2685,0
2686,139819913
2687,0
2688,0
2692,0
2693,0
2694,0
2695,55638623
2696,0
2697,0
2699,0
2700,0
2701,0
2702,375133633
2703,0
2704,78535030
2705,0
2706,195095694
2707,0
2708,300656285
2709,0
2713,0
2714,0
2716,67949555
2717,0
2718,0
2719,30495747
2720,0
2721,0
2724,51150576
2725,382067233
2726,0
2727,163273827
2730,299750907
2731,0
2733,352053830
2734,0
2736,386246250
2738,0
2739,36088670
2740,0
2741,0
2743,0
2745,382163726
2746,253537852
2747,360314300
2750,0
2753,401009664
2754,186977790
2755,0
2756,0
2758,108964368
2759,0
2761,192087329
2762,134747386
2763,0
2767,0
2768,291323711
2771,331336614
2774,0
2777,0
2779,0
2780,0
2781,332770711
2782,3409853
2783,0
2785,192166021
2786,258053746
2787,0
2788,231666184
2789,0
2792,0
2793,0
2796,0
2797,327431311
2798,0
2800,0
2801,124960865
2802,0
2809,0
2811,142602149
2812,131303676
2813,0
2815,0
2816,0
2817,0
2818,0
2819,400962819
2820,0
2821,0
2822,0
2823,0
2825,87131377
2828,145535535
2829,0
2830,0
2831,228513703
2834,0
2835,0
2838,66347591
2839,173457880
2843,181965360
2846,0
2847,155543051
2848,198526348
2849,0
2850,0
2851,72511024
2852,147462205
2854,0
2856,282564672
2859,131251784
2861,347566419
2864,0
2866,8887161
2869,0
2871,0
2872,205030735
2873,14998313
2874,0
2876,0
2878,0
2882,0
2883,244374759
2884,397877313
2886,451358
2887,0
2888,0
2890,0
2892,289262537
2893,259625197
2896,25553957
2897,0
2899,233952755
2901,179675531
2903,347406117
2905,213751730
2906,0
2907,331791369
2908,105644353
2909,133678919
2911,0
2914,375315116
2915,0
2916,0
2917,85604944
2918,86570084
2919,0
2921,243168808
2922,341333739
2923,124506493
2924,0
2926,207963744
2929,179154372
2931,400767590
2933,367899308
2935,0
2936,101706128
2937,0
2939,27583180
2940,119366177
2941,110370922
2942,307189520
2945,0
2946,0
2947,173461888
2949,309424539
2950,400599784
2951,138996234
2953,250582400
2955,395592203
2956,67949939
2959,332550385
2960,151409392
2962,0
2964,68054738
2966,299244742
2967,318761888
2970,108858858
2971,187908448
2973,0
2975,0
2977,0
2978,0
2981,0
2982,0
2984,365818497
2986,286874600
2988,0
2989,0
2990,98063310
2991,43030804
2992,0
2993,380501784
2996,0
2998,0
3000,110716277
3001,269365677
3002,0
3003,0
3004,0
3005,159194817
3006,36945124
3007,0
3008,224230411
3010,10485026
3011,0
3013,0
3014,0
3015,145379918
3016,0
3017,113329038
3019,0
3021,0
3022,0
3023,93798921
3025,0
3026,55130230
3027,140317371
3029,0
3030,0
3031,0
3032,267724058
3033,100925804
3035,0
3037,0
3040,0
3041,0
3042,0
3043,383332826
3046,201981576
3048,0
3049,0
3050,0
3051,159141472
3052,127878719
3054,161407921
3055,0
3056,125562722
3057,0
3058,200783671
3060,27828195
3061,257618544
3062,0
3063,214114600
3064,134058902
3065,386142509
3066,13560100
3067,269961649
3068,0
3069,0
3070,229653332
3071,0
3074,350701361
3075,45686944
3077,0
3081,401231844
3082,0
3083,95629290
3085,41432716
3086,304925786
3087,103425251
3088,0
3089,0
3090,174882304
3092,0
3093,276441162
3094,0
3095,294645837
3096,37746811
3097,289073781
3098,0
3099,287304931
3100,0
3101,365015299
3102,296785143
3103,114886293
3104,23688624
3105,0
3107,0
3108,272816400
3109,0
3110,0
3111,153759138
3113,160942743
3118,330916753
3122,67085661
3123,0
3124,118196352
3126,0
3128,0
3129,197066328
3130,0
3136,0
3137,167923595
3138,380836617
3139,301596098
3140,12889237
3141,0
3142,0
3143,92538660
3144,0
3146,117278613
3147,0
3148,0
3149,0
3153,251155951
3155,13774122
3156,93212751
3158,0
3159,111100643
3161,284232317
3162,0
3165,0
3166,75096688
3167,0
3168,0
3169,186772892
3170,380537120
3171,171624528
3172,0
3174,281454112
3175,0
3176,362129284
3178,0
3180,36106515
3181,202686853
3182,0
3184,214517595
3188,94325896
3189,300701121
3190,316274647
3192,0
3194,212619777
3195,225659914
3196,252554940
3198,66864935
3200,15354597
3205,0
3206,166105193
3210,0
3211,59599354
3213,347132492
3214,0
3215,30358493
3216,285301952
3217,337324991
3218,0
3221,253739309
3222,54492548
3225,0
3227,255182495
3228,236030662
3230,102709563
3232,0
3234,0
3236,20922293
3238,180686722
3239,0
3241,156428161
3242,322887804
3244,0
3245,348746145
3246,0
3249,272216739
3251,21129039
3252,370838093
3254,171774986
3255,0
3257,0
3258,196687937
3261,0
3262,0
3263,0
3264,281596299
3265,0
3266,0
3269,38144104
3271,107848097
3272,0
3274,0
3275,388203760
3276,0
3278,0
3279,31736271
3281,184034872
3282,207339532
3283,377291425
3284,0
3287,0
3288,0
3289,385856961
3290,314253309
3292,0
3293,0
3294,0
3295,0
3296,32299189
3297,278030474
3298,0
3299,0
3300,0
3305,40808898
3308,0
3309,0
3311,0
3313,203354118
3316,0
3317,0
3318,296163160
3320,0
3321,166385385
3322,202596955
3323,369067721
3324,352621798
3325,79449549
3328,0
3330,183186482
3335,0
3336,0
3337,0
3338,0
3339,213063020
3340,0
3341,258552338
3342,0
3343,403630209
3344,0
3345,0
3350,0
3351,0
3353,0
3356,0
3357,279484760
3358,137514724
3359,372792628
3361,301873296
3362,0
3363,0
3368,49002319
3370,0
3371,0
3374,0
3377,0
3378,245021825
3379,0
3380,326176782
3381,5685392
3382,119614688
3384,0
3385,0
3386,0
3387,0
3389,339565815
3391,0
3392,0
3393,150024249
3396,0
3397,57092078
3399,0
3400,357868614
3402,249513777
3403,265948148
3405,0
3409,0
3410,151012552
3412,88351143
3417,0
3418,0
3420,0
3421,311717144
3422,0
3423,0
3424,259282633
3425,0
3427,0
3428,0
3430,0
3431,53519783
3432,0
3435,268915771
3436,0
3439,0
3440,0
3441,0
3442,42688931
3444,0
3447,0
3448,0
3449,137984889
3450,0
3451,62082738
3453,314331590
3455,0
3456,0
3457,319235721
3458,0
3459,0
3460,159886385
3461,0
3464,153163941
3465,0
3466,0
3467,0
3469,0
3471,0
3472,23687127
3473,0
3474,0
3475,338322443
3476,70885531
3478,290840992
3482,392499472
3483,0
3484,344179552
3487,86629066
3489,224158693
3490,0
3496,0
3500,281861576
3501,0
3502,165387576
3503,0
3505,0
3507,113689938
3509,357272912
3513,0
3515,0
3517,42443661
3520,0
3521,359613594
3523,0
3524,289674947
3525,0
3527,177436745
3528,361681874
3529,0
3530,189412618
3532,0
3533,0
3534,17574272
3535,243692490
3536,0
3537,18189868
3542,0
3544,166004484
3546,118362906
3547,0
3548,301783231
3549,0
3551,0
3554,0
3555,53603521
3556,141402037
3558,324663397
3559,0
3560,0
3561,239967048
3562,184784985
3564,106325882
3565,343515222
3566,0
3567,285572751
3568,118840989
3569,0
3570,26479565
3571,191749632
3575,0
3579,77508577
3583,0
3584,85622209
3587,0
3590,148482931
3591,349048429
3592,0
3593,313439815
3594,162165592
3598,0
3599,378710854
3601,0
3602,0
3604,0
3605,0
3606,110012750
3607,191820612
3610,243835114
3611,356107237
3613,235026695
3614,0
3615,61825570
3616,0
3618,0
3619,256152576
3620,69956698
3621,105077711
3622,120241226
3623,72383248
3625,105132465
3626,1552402
3628,180878088
3629,28364971
3631,165540056
3632,0
3633,1673322
3634,0
3635,0
3636,369988830
3637,221029868
3638,0
3639,0
3641,0
3643,0
3645,158600284
3646,196400216
3647,249541448
3649,0
3653,0
3654,135815014
3655,0
3656,127541515
3658,0
3659,44357056
3660,273052482
3661,0
3662,246042540
3663,0
3664,242998964
3666,0
3667,23119305
3668,0
3669,0
3670,248518114
3673,169694823
3674,308524178
3676,0
3677,401548156
3678,12519665
3681,0
3682,282400309
3683,0
3686,0
3687,17407441
3689,12405882
3690,50430798
3693,88589689
3695,396632651
3697,79127885
3698,0
3699,347833305
3700,132186714
3702,0
3706,0
3707,0
3708,235644641
3709,87546522
3710,0
3711,0
3712,0
3713,367786165
3718,46071623
3719,0
3720,0
3721,83398994
3722,349952065
3723,168292896
3727,162052441
3728,50071136
3729,282560313
3730,0
3731,0
3732,74879432
3733,0
3734,0
3735,38027109
3737,0
3738,137750306
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3747,161362937
3748,0
3749,310314612
3750,0
3752,0
3754,0
3755,0
3756,150669728
3757,0
3758,0
3759,0
3760,139367861
3761,0
3762,166541728
3763,383484546
3764,0
3765,117606338
3766,0
3770,189117528
3771,0
3774,0
3775,244040306
3776,263302585
3777,172292859
3780,0
3782,0
3783,24851963
3784,0
3785,0
3786,53406779
3787,0
3788,0
3789,379715885
3790,0
3791,0
3792,0
3793,197005659
3794,0
3795,184051080
3796,0
3798,190954415
3801,144719977
3803,304563280
3804,0
3807,306473472
3808,0
3810,0
3811,0
3812,0
3813,0
3814,97279181
3815,44281620
3816,347160500
3817,376339648
