user_id,item_id
102096053,206528240
36178507,102611080
110277324,115544513
58349660,329330903
61955690,151285748
1259623,299204525
36933597,336462172
103513159,113765765
111935471,355879400
24415789,321946830
76609587,25031148
94621295,378029187
78526890,30844954
48688879,41274007
103299356,386145418
88019911,329575664
97861587,236919985
49135407,44855975
18060671,366453769
119745598,215497223
21690466,133221940
85265002,352947507
54276504,354280831
61737570,107311136
36229727,14742649
118539273,338017782
101034881,370072981
120187810,162378033
89819186,376546423
108239977,65122140
8934646,126355013
15456571,154687311
22174547,379752165
27313574,242004223
120841111,353548822
97391321,352558802
10070648,156889799
16534464,151398446
81525436,217563930
30270200,152781441
11175279,389418072
131929409,12929262
93823540,210541335
136335709,57846383
48540190,70801735
72956422,79672735
12210827,274873005
18138622,332112936
74094443,152484801
66201870,289653404
102100388,295713372
85954497,198781367
97789003,336779568
105525853,34964948
28880921,289744245
1144286,369594629
28464138,282496557
96629143,213163059
87477352,91569089
130001397,279641159
74162246,118840989
13235979,59922085
109684252,113391175
23026017,155359500
66873092,154188364
6378117,52484240
89362349,81358809
82734890,195414317
140790192,371364725
876631,394266751
94536232,191183760
119635601,144683486
139766625,127666933
132949381,46129538
76363598,194579965
26239858,377647469
60623651,278898015
134230531,264618725
57713902,24836045
18732509,209592780
58335778,305595945
100679735,189425513
69387053,201536325
41766996,403797507
23569993,92709038
63249394,169601342
64942113,27433291
81473753,29573961
35320346,285338179
43204589,126195804
114822510,2217535
123337404,338777056
10151584,56751615
34334840,98322575
23203920,368955971
130830924,291541852
137669809,154946361
130902250,324660313
66660021,136833946
64204275,113734438
115981262,188012442
112548251,143339106
60022410,80965097
11535404,13961145
82595029,120339152
14698625,102264722
54287784,299133168
110632475,294891717
92511845,306472008
44449753,298723585
50247689,397182487
139267543,116793775
106042420,371589741
107228987,277256083
48995879,221669452
25505801,108756526
82898642,190638824
103760660,320031394
123031780,215612086
61985804,118840989
101209990,215361986
113582757,399858977
68027689,388019220
48705734,132911320
10237539,327634510
40029310,89669400
46265753,221692231
58645613,147527108
34963501,38827699
140909144,264128600
135791933,30440814
14167442,151115927
17516380,222972751
104392067,241741531
112994827,121479067
95540279,237767595
74261240,294045720
103748797,4767885
67993088,375230289
51566642,360313189
118625905,277011228
131404662,214357565
128732566,298070820
124673920,150444210
118563224,232728494
92468821,96416382
56352694,199850385
111378577,52870632
76473386,301994234
74189390,88496518
115509823,12710313
71190731,305279459
117546653,170201983
130117897,349780997
50798996,128382885
5526666,248439670
58303378,368240877
807799,73439129
3750447,347193819
46722887,330410655
129620952,233672873
133539544,343693835
95185553,227997430
4193084,402119353
101406373,283146851
95533704,339738730
108310993,373369222
120131293,371371949
46247646,146350047
37093659,207025182
139451492,205398730
19236259,392914355
38973173,59078782
116830510,148675312
7378675,84227385
104497583,51580578
5800470,380635562
90759931,309175416
17688736,355434012
39100959,56427055
127579903,3892822
133031809,27857465
28242823,259342170
43899792,114888714
47594591,49671783
129539766,256952050
88403538,317663145
123909054,138992883
73277661,58315331
109090731,236124288
84445939,237259120
127332408,294837476
10404201,322554659
77954067,260998987
12632816,264311198
19939755,114369533
134132140,329430123
101033549,362441436
121717836,36632192
57441022,308819209
72642726,187180340
135321016,299096100
25762105,103088885
124390412,181603506
32614467,297102043
70285486,340782243
18473301,148664363
34263408,114662240
32400706,398158462
76360564,111505761
126590304,72181022
93509184,1173638
109337004,39050145
49749880,303258631
29579872,337909773
115977111,192448637
50201629,46071729
125828584,86575162
127698496,225875507
87756612,393647916
104588677,237431678
141520629,92019161
48583253,67640838
31810270,186092243
51746385,333046470
108979670,376955152
38527866,273388224
33739860,283638010
96778352,47352185
14988418,366268945
130000821,118840989
37424427,144905151
121193655,200350548
84434154,114473332
78507048,136419146
39876418,72686986
85681532,290601104
56031880,5005439
32219902,285079221
26504487,361567761
55239087,300827870
10146198,339920024
43023889,291568568
86860857,45103713
96296702,374255984
141773008,378397858
94195097,321073669
136591948,383720031
120776088,402309714
98734198,171968515
68513859,173832046
29705032,47182618
22846324,310649130
49459744,295993769
49839161,139053624
86927679,328142754
87721273,59905525
121872216,222432485
63643294,93993042
135424089,324799575
75651481,271596044
105998397,284361032
92870574,36547882
54143243,79629174
75583025,219881077
72916232,22916568
85832076,20842104
26873143,119235230
96189202,88218001
55299848,262985849
129917466,378064806
66015019,75414933
20697861,188280995
102411295,321125892
4601466,274082710
33982462,233759989
26126094,377537790
116495042,323713974
69493193,73749519
100673378,279641771
62290396,24422181
52713599,380537203
94173761,181315172
44037373,221726771
22425706,59670470
17485864,257274916
47035700,400925191
42284380,123632154
51898855,60852166
17785839,363798975
39187452,387107770
114726739,90731173
57938026,388604292
120083395,256541061
135261112,77814406
110250938,238034118
99834781,310359103
74703764,161260035
67609377,142769650
101059287,66919611
97587464,343550173
125056575,304141425
371408,402821566
106490158,119156190
138810986,145694664
114890353,119990073
98744542,254871220
123826131,384905335
79401882,149291374
61262074,324605651
78109345,247368626
8224865,175365608
12737165,397889954
97862797,14591553
108426355,286529220
99768410,75026769
102782588,218043887
126603266,40428472
127383094,198373906
131771420,202048353
52753260,107297548
74057376,89705226
92385303,163665090
36524064,205250237
119737948,65482073
26309649,233887970
71154103,302016179
35569676,57020448
26824477,130370782
41704059,28514257
20529919,217087469
55468330,212265434
48883521,387810399
77609239,80109206
78211051,185337912
7166003,207310683
107808763,14742649
125847479,375190141
88605554,241698879
40907060,101521877
114652699,264968653
77504559,142077897
45479785,46497225
97778125,370280818
68462252,92283343
13398279,398446509
91961766,272958572
118591802,87668838
70248359,138052842
8447815,309159366
94524054,294466034
15969446,313814080
86058116,380530986
130352942,190077579
39817255,195302681
44247741,49167998
45733404,395285129
107850530,7379745
125086882,299921761
79976499,277612387
56351352,146582112
39133990,114851537
28141400,397889954
53581733,162003900
98119124,385493154
141296727,39311383
4510741,141802095
105691109,258107112
6398552,25849394
116566550,338301228
75576517,4188855
18716126,392875326
109059613,87802311
90394581,160817044
22496560,234167171
77364367,402932531
67856822,144955902
32977820,300075249
84061592,385386086
940671,181347501
74904730,95110804
95233036,345522303
28518682,125663025
83760095,42272989
31741926,323629151
126096623,169360264
42930557,376379168
120532813,373727069
643640,143466990
72802416,188999760
20056695,36384642
9525174,22956614
60866435,75448612
131395085,236945031
72809892,39887672
90134919,148610086
113143246,169733067
116568644,226705478
89297848,97721563
129828194,186818864
61950050,308242576
31448191,321067018
21340098,377032874
49025624,76034760
112233141,56676384
76936758,66558969
83435952,159602656
103634474,200624892
130583256,392147525
136341884,341448386
23115142,96130710
68816517,152338475
1434119,63228581
68731493,397238204
109489219,191534313
108611714,133980890
25266604,21122611
76532351,262687532
74022105,136586436
56859796,128625474
18277781,92395543
60371446,41598839
89826487,164272633
113730629,367811835
66264769,358523068
54257383,145385867
65885234,55689469
34024423,381228536
35194603,161154026
72498476,16889316
37538825,340449262
23754681,172990365
111736993,169140525
134882084,218907812
94394468,53835991
24700520,237195355
30872855,32984914
135389344,45653266
135152581,152153163
120731896,106852726
4530578,214580824
32873164,447617
77646698,304020541
28639441,356600524
122161280,188767844
63105422,153914101
64190622,208777346
39064405,390175700
69281815,402673215
36106937,305905111
86528162,333818780
58517853,275581760
18635611,271630395
80635709,220659795
141581350,85523708
110437472,251790042
71107115,193058457
23749054,281412603
65215006,48862351
5957816,290674865
59638225,268853901
86431623,197209588
85816263,218670381
4252230,337263758
15439922,87432032
85785429,344188070
118611432,198378816
18055477,101081429
112406425,251737837
50373510,391961206
70423379,66094337
80759955,28186950
96919921,186087267
3913639,38293118
6307606,134913791
602312,134542905
95335821,211781719
81083913,260541847
112604594,357679463
41998693,304787658
30606728,295223414
15233684,47122900
114036937,148672829
41993449,359556807
122461063,68515808
133641782,43739510
8716998,232425806
102726502,302337821
33543261,247838267
137226024,85589685
112047663,145147485
33561925,157155520
79268065,251492338
50301733,386035558
40994655,162715438
35470298,18162869
108149513,286253424
83953028,221625866
33608164,318337930
112009635,315252603
81319256,104169176
96912241,3892822
88965791,30508928
47143734,88219384
36328591,194197693
141932210,60225614
116967885,227003686
41154503,20441056
16207363,128094932
86868724,229626711
112799347,301114861
48308523,150938506
78490633,400564264
71073370,17234748
131804738,272957225
132213193,348278369
30052966,375522624
108000958,373843540
6162328,14737627
29518619,359737753
76614706,237427607
129254313,162174618
3303277,295386437
140912773,204924686
90401388,325180378
27649225,376041741
13532967,1216364
22847535,233646833
57080688,81183285
98087646,179035272
118209579,129397308
141247060,208971726
78981800,34079764
63116645,349377971
11417461,270547705
5451459,357732956
12000507,173886041
115965957,50549756
58373604,330965128
108565177,57018050
49335337,42926135
22850551,338642037
31936983,138069337
205463,358276329
100576625,384603544
132228155,292621747
81369260,272037342
23362810,56869320
18685883,199695027
10871782,342784749
142357865,43650648
3523116,49845058
77918889,285334199
20263375,4300771
141931894,52665899
89072208,65183399
4931612,125041420
46653549,160225470
85381452,108453198
96642918,180884795
81515255,74725003
649054,240819721
92593147,173835693
109802727,56489946
135038694,236125167
69439146,208751804
33713238,242122269
61206602,257010456
20262488,187342035
4576609,55373622
120537106,103189666
44552395,163340476
8036273,161448989
38185963,101271418
47335620,145332601
30252582,149691941
100371582,320122502
27698306,372174689
82709223,6229698
3416128,300737815
123798968,245806101
97397604,195747801
43254718,123638765
93986435,381688307
88679768,391826123
97772305,261027126
61061469,153533870
6634422,248775505
44353593,88393041
83602812,12727514
63564842,359366285
58283357,315583107
120966493,154429424
124829509,376561783
119420069,16802926
99712177,152344666
82103242,90805222
12592427,125900963
83635059,219763773
84095777,340150122
135510820,288061285
137721383,187648978
3230317,338904289
50796433,40758308
126248485,225395061
90579934,177769400
12732146,304843504
56240852,343059787
57462906,62138860
38237353,359900282
22717128,267763744
101808119,241025228
129284687,160077477
116401964,309180176
39470736,261889982
84123477,370134088
135012633,1349559
103351287,353484422
25867068,134060896
83418629,295774275
123278459,7756108
47519738,167830227
108706810,27463758
132045912,83652484
92455571,336292609
99092352,308604747
65160969,169814560
123585581,281936053
14210817,52351440
122331001,82157031
64250909,146111192
32962916,176227747
54878837,347675864
49928,22350843
115913371,132558038
39079290,154623520
8787788,382411450
39501481,69221340
66581357,40971999
73007312,13299707
121925800,48239116
115199371,363043082
21573720,124924767
129618965,192668490
9608283,135952747
68183978,24141339
68014630,377816661
36281725,363906268
98628646,209736572
117898223,265146366
53241875,27091706
58065859,86633115
74120477,50611066
107131173,25692419
69051488,219518027
41515205,41539905
608319,71925544
118390636,76672199
68113752,18956248
89109447,285555935
87088035,22473582
52673329,14409740
90285596,147487231
45577644,292349145
47795449,388982301
127091300,249784029
26767200,175378555
88764337,55165524
89803380,40120272
108538505,216412207
29827518,226224539
14417361,156122606
83012026,363754766
99353220,190699829
22236550,116964280
81500436,35012539
43859278,351829910
127845416,245338545
67915350,124218271
37401113,289179580
120690308,128247101
55852526,5278155
44422702,153865738
242921,161982446
40441550,375926770
108947513,138018277
11499417,384884479
89897300,121699927
3219318,320924154
107131354,43166970
14753857,117255658
5371101,294028172
1017622,242052981
50104107,26137907
71159805,214574751
103193588,259756966
138794692,177800731
109498494,85523708
100164732,60918308
54431335,315055858
2076213,351955195
13356118,53302741
98638050,160444417
57330963,105750746
132575385,227488689
58917479,108041208
87879859,166012351
111714211,151081301
21597711,170542523
93913492,308352790
135090452,151816040
117683594,58909862
18732980,129926732
87552336,378160216
3639832,192152715
65178767,274118197
22643943,38940212
111099795,37440450
12513470,58330809
42714086,310127542
115577187,22037841
42109144,67076508
71613487,160928347
44038985,39494109
90823472,102512082
40222003,298966596
117861263,160977723
36203258,329973970
62059103,226783653
79856621,131975567
35161410,52425854
19560101,18670241
124789729,211941085
131228215,205324785
31493754,263610055
95336587,400289460
31997092,43847538
124639503,231136618
126632739,297608239
100554558,78231677
27338801,224035771
4345477,290418014
73858,368725095
138384284,250791215
32226713,5110631
85656731,122731747
114135365,58822507
19662928,354898133
10710762,182983546
113057271,350186246
128948552,394401400
21184032,151216036
19598141,8234333
16864147,180091097
137455327,315668198
127665610,13010736
13336176,284401330
53334106,378954473
87527373,368123262
44026734,304251771
48231447,179551688
116486348,215074823
137050612,51431115
16143276,188758648
24045086,399430893
115332996,118704500
21270981,347283283
138365780,363522037
25578752,74333576
10746592,313512940
110193997,40958045
98670387,11180071
124624696,20081114
127097416,382697904
72940394,307170873
72685160,219633463
64609085,41088058
96722216,279256444
42659811,326429347
30928127,901063
104771014,193141058
25167480,264758060
104661914,337696964
14972188,321901588
92323562,238076340
131393158,199713935
139878830,249082793
77374121,249976517
31057759,234858878
15233671,213247395
136407839,183421742
124885311,18236005
6843786,319071583
47963355,274948287
137115747,111159845
139659471,77195908
36061410,212567416
65427975,61107775
59755763,317208379
20313328,287133828
111625873,386808103
128871612,63875222
12590563,131562920
79278631,271001549
76236587,120986741
78161252,373536830
69760730,193803650
99635438,368944113
41759212,126993214
107508914,76295422
43543446,361235329
97276187,56676384
29847444,301369526
53892787,313062074
87470884,238643005
14908463,308726047
127501729,21051777
108259909,234855174
58949820,360926179
2202055,247450757
33263216,120745552
44137606,265647399
128080796,318523091
56640909,246275516
142024804,34929314
105767002,50358796
39959024,258986901
42524003,74339680
22704978,243827067
142258739,265070875
79913871,224531326
110566210,213247395
29608942,351370783
56089382,8647974
30559509,312335551
29472913,197856177
133550084,63000317
121300305,272814852
5712215,348602749
81329164,213121709
736640,150175591
112761389,395060760
50418349,319174006
59813038,131039416
27284265,217622541
86532771,103122251
90505829,264455033
129743267,162945894
102212513,11349862
2559590,239342258
102382857,37033032
88612821,47931584
26016998,335271545
84193620,233723448
133842123,395537518
6696781,69416252
80522255,142682062
105512819,193189034
40297927,277348315
